name;State;datetime;TempMax;TempMin;temp;feelslikemax;feelslikemin;feelslike;dew;humidity;precip;precipprob;precipcover;preciptype;snow;snowdepth;windgust;windspeed;winddir;sealevelpressure;cloudcover;visibility;solarradiation;solarenergy;uvindex;severerisk;sunrise;sunset;moonphase;conditions;description;icon;stations
Santiago; Chile;2023-03-17;30,6;12,6;217;296;126;214;118;584;0;0;0;;0;0;158;259;2029;10146;238;99;2692;232;9;10;2023-03-18;2023-03-18;89;Partially cloudy;Becoming cloudy in the afternoon.;partly-cloudy-day;SCEL,85577099999,85574099999
Santiago; Chile;2023-03-18;32;13,8;226;302;138;222;108;517;0;0;0;;0;0;198;295;191;10131;21;10;2755;238;9;10;2023-03-19;2023-03-19;93;Clear;Clear conditions throughout the day.;clear-day;SCEL,85577099999,85574099999
Santiago; Chile;2023-03-19;28,5;13,8;212;279;138;21;118;58;0;0;0;;0;0;144;366;2004;10149;37;99;2708;236;9;10;2023-03-20;2023-03-20;96;Clear;Clear conditions throughout the day.;clear-day;SCEL,85577099999,85574099999
Santiago; Chile;2023-03-20;32;12,8;213;301;128;21;109;576;0;0;0;;0;0;144;259;1924;10154;2;97;2706;236;9;10;2023-03-21;2023-03-21;0;Clear;Clear conditions throughout the day.;clear-day;SCEL,85577099999,85574099999
Santiago; Chile;2023-03-21;32,1;13,2;225;304;132;22;83;451;0;0;0;;0;0;158;277;2043;10146;0;99;2725;236;9;10;2023-03-22;2023-03-22;3;Clear;Clear conditions throughout the day.;clear-day;SCEL,85577099999,85574099999
Santiago; Chile;2023-03-22;33,2;13;227;309;13;221;54;369;0;0;0;;0;0;166;259;2022;10133;2;96;272;235;9;10;2023-03-23;2023-03-23;6;Clear;Clear conditions throughout the day.;clear-day;SCEL,85577099999,85574099999
Santiago; Chile;2023-03-23;34;13;232;315;13;225;43;337;0;0;0;;0;0;166;295;2128;10142;54;98;2679;231;9;10;2023-03-24;2023-03-24;9;Clear;Clear conditions throughout the day.;clear-day;SCEL,85577099999,85574099999
Santiago; Chile;2023-03-24;32,6;13;225;303;13;219;33;32;0;0;0;;0;0;202;277;2149;10143;0;97;2709;234;9;10;2023-03-25;2023-03-25;13;Clear;Clear conditions throughout the day.;clear-day;SCEL,85577099999,85574099999
Santiago; Chile;2023-03-25;28,6;11,9;204;274;119;203;77;463;0;0;0;;0;0;137;277;1865;10133;0;10;2628;227;9;10;2023-03-26;2023-03-26;16;Clear;Clear conditions throughout the day.;clear-day;SCEL,85577099999,85574099999
Santiago; Chile;2023-03-26;27,1;11,6;191;268;116;19;95;568;0;0;0;;0;0;122;205;1907;10127;0;97;2566;222;9;10;2023-03-27;2023-03-27;19;Clear;Clear conditions throughout the day.;clear-day;SCEL,85577099999,85574099999
Santiago; Chile;2023-03-27;27,2;11,5;19;267;115;189;89;563;0;0;0;;0;0;173;259;1886;10141;3;99;254;219;9;10;2023-03-28;2023-03-28;25;Clear;Clear conditions throughout the day.;clear-day;SCEL,85577099999,85574099999
Santiago; Chile;2023-03-28;28,3;12,1;197;272;121;195;94;563;0;0;0;;0;0;133;223;1944;10155;401;99;235;201;8;10;2023-03-29;2023-03-29;26;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;SCEL,85577099999,85574099999
Santiago; Chile;2023-03-29;30,5;11;201;285;11;197;49;445;0;0;0;;0;0;122;277;1914;10156;1;98;2564;221;9;10;2023-03-30;2023-03-30;29;Clear;Clear conditions throughout the day.;clear-day;SCEL,85577099999,85574099999
Santiago; Chile;2023-03-30;33;10,4;214;307;104;207;24;338;0;0;0;;0;0;144;259;2045;10148;0;93;2585;223;9;10;2023-03-31;2023-03-31;32;Clear;Clear conditions throughout the day.;clear-day;SCEL,85577099999,85574099999
Sao Paulo; Brazil;2023-08-29;24,6;14;177;246;14;177;131;767;0;0;0;;0;0;464;185;1875;10192;486;10;1146;98;5;10;2023-08-30;2023-08-30;5;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;SBMT,83779099999,83781099999,F7461,SBSP,SBGR,83780099999
Sao Paulo; Brazil;2023-08-30;25;12,2;179;25;122;179;112;682;0;0;0;;0;0;194;181;1498;10208;7;95;1498;13;5;10;2023-08-31;2023-08-31;52;Clear;Clear conditions throughout the day.;clear-day;SBMT,83779099999,83781099999,F7461,SBSP,SBGR,83780099999
Sao Paulo; Brazil;2023-08-31;25,6;11,1;179;256;111;179;128;739;0;0;0;;0;0;176;164;1179;10202;104;104;1409;124;5;10;2023-09-01;2023-09-01;55;Clear;Clear conditions throughout the day.;clear-day;SBMT,83779099999,83781099999,F7461,SBSP,SBGR,83780099999
Sao Paulo; Brazil;2023-09-01;29,2;17;214;295;17;215;17;793;19;100;417;rain;0;0;353;162;588;10178;596;99;1163;101;4;10;2023-09-02;2023-09-02;59;Rain, Partially cloudy;Partly cloudy throughout the day with late afternoon rain.;rain;SBMT,83779099999,F7461,SBSP,SBGR,83780099999
Sao Paulo; Brazil;2023-09-02;30,9;18;24;314;18;243;184;737;0;0;0;;0;0;342;208;3512;10178;41;109;1483;129;5;10;2023-09-03;2023-09-03;62;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;SBMT,83779099999,83781099999,F7461,SBSP,SBGR,83780099999
Sao Paulo; Brazil;2023-09-03;31;20,7;265;314;207;268;175;592;0;0;0;;0;0;446;267;3447;10162;591;11;1403;123;6;10;2023-09-04;2023-09-04;65;Partially cloudy;Clearing in the afternoon.;partly-cloudy-day;SBMT,83779099999,83781099999,F7461,SBSP,SBGR,83780099999
Sao Paulo; Brazil;2023-09-04;26;16;202;26;16;202;169;82;6;100;417;rain;0;0;41;256;2019;10218;764;99;567;49;4;10;2023-09-05;2023-09-05;69;Rain, Partially cloudy;Partly cloudy throughout the day with late afternoon rain.;rain;SBMT,83779099999,83781099999,F7461,SBSP,SBGR,83780099999
Sao Paulo; Brazil;2023-09-05;19;15;167;19;15;167;146;877;0;0;0;;0;0;371;235;1346;10265;924;105;79;69;3;10;2023-09-06;2023-09-06;75;Overcast;Cloudy skies throughout the day.;cloudy;SBMT,83779099999,83781099999,F7461,SBSP,SBGR,83780099999
Sao Paulo; Brazil;2023-09-06;25;15;179;25;15;179;149;834;0;0;0;rain;0;0;328;204;1163;10241;667;10;1359;12;6;10;2023-09-07;2023-09-07;75;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;SBMT,83779099999,83781099999,F7461,SBSP,SBGR,83780099999
Sao Paulo; Brazil;2023-09-07;29,5;15,3;221;284;153;219;14;658;0;0;0;;0;0;443;188;256;10193;289;105;1595;136;5;10;2023-09-08;2023-09-08;79;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;SBMT,83779099999,83781099999,F7461,SBSP,SBGR,83780099999
Sao Paulo; Brazil;2023-09-08;26,6;17,3;215;266;173;215;151;683;0;0;0;rain;0;0;443;224;3139;10201;632;11;792;68;6;10;2023-09-09;2023-09-09;82;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;SBMT,83779099999,F7461,SBSP,SBGR,83780099999
Sao Paulo; Brazil;2023-09-09;25;17,9;201;25;179;201;159;778;0;0;0;;0;0;23;171;130;1022;704;95;1207;106;5;10;2023-09-10;2023-09-10;85;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;SBMT,83779099999,F7461,SBSP,SBGR,83780099999
Sao Paulo; Brazil;2023-09-10;29,5;17,9;225;289;179;224;152;671;0;0;0;;0;0;173;144;949;10196;379;104;1633;142;6;10;2023-09-11;2023-09-11;89;Partially cloudy;Clearing in the afternoon.;partly-cloudy-day;SBMT,83779099999,83781099999,F7461,SBSP,SBGR,83780099999
Sao Paulo; Brazil;2023-09-11;30;18,7;244;285;187;239;105;442;0;0;0;;0;0;32;14;296;10185;16;111;1697;147;6;10;2023-09-12;2023-09-12;92;Clear;Clear conditions throughout the day.;clear-day;SBMT,83779099999,83781099999,F7461,SBSP,SBGR,83780099999
Sao Paulo; Brazil;2023-09-12;32;17,2;264;304;172;257;107;396;0;0;0;;0;0;443;22;3511;10143;85;106;1632;141;5;10;2023-09-13;2023-09-13;95;Clear;Clear conditions throughout the day.;clear-day;SBMT,83779099999,83781099999,F7461,SBSP,SBGR,83780099999
Sao Paulo; Brazil;2023-09-13;27;14;193;268;14;193;148;777;22;100;833;rain;0;0;457;226;286;10173;783;93;162;15;1;10;2023-09-14;2023-09-14;0;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;SBMT,83779099999,83781099999,F7461,SBSP,SBGR,83780099999
Sao Paulo; Brazil;2023-09-14;20,1;13;155;201;13;155;122;814;0;0;0;;0;0;198;215;1297;10212;912;105;1182;103;7;10;2023-09-15;2023-09-15;2;Overcast;Cloudy skies throughout the day.;cloudy;SBMT,83779099999,83781099999,F7461,SBSP,SBGR,83780099999
Sao Paulo; Brazil;2023-09-15;29;13,9;202;283;139;201;136;692;0;0;0;;0;0;22;182;317;10189;274;103;1683;145;6;10;2023-09-16;2023-09-16;5;Partially cloudy;Clearing in the afternoon.;partly-cloudy-day;SBMT,83779099999,F7461,SBSP,SBGR,83780099999
Sao Paulo; Brazil;2023-09-16;32;16,7;241;30;167;236;131;578;0;0;0;;0;0;227;163;46;10189;2;11;1751;151;6;10;2023-09-17;2023-09-17;9;Clear;Clear conditions throughout the day.;clear-day;SBMT,83779099999,F7461,SBSP,SBGR,83780099999
Sao Paulo; Brazil;2023-09-17;32;18,6;26;311;186;258;148;52;0;0;0;;0;0;27;219;416;10193;271;107;1661;144;6;10;2023-09-18;2023-09-18;12;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;SBMT,83779099999,83781099999,F7461,SBSP,SBGR,83780099999
Sao Paulo; Brazil;2023-09-18;31,4;19,6;253;297;196;25;139;521;0;0;0;;0;0;216;179;1198;10186;559;10;1592;137;6;10;2023-09-19;2023-09-19;16;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;SBMT,83779099999,83781099999,F7461,SBSP,SBGR,83780099999
Sao Paulo; Brazil;2023-09-19;29,2;18;224;282;18;222;15;674;0;0;0;;0;0;212;20;1582;10199;434;104;1596;138;6;10;2023-09-20;2023-09-20;19;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;SBMT,83779099999,83781099999,F7461,SBSP,SBGR,83780099999
Sao Paulo; Brazil;2023-09-20;29,2;17;212;293;17;212;172;806;0;0;0;;0;0;205;173;1347;10182;469;87;1508;129;6;10;2023-09-21;2023-09-21;23;Partially cloudy;Clearing in the afternoon.;partly-cloudy-day;SBMT,83779099999,83781099999,F7461,SBSP,SBGR,83780099999
Sao Paulo; Brazil;2023-09-21;33,2;17,4;241;32;174;238;158;66;1;100;417;rain;0;0;353;238;2164;10162;273;88;156;132;6;10;2023-09-22;2023-09-22;25;Rain, Partially cloudy;Partly cloudy throughout the day with late afternoon rain.;rain;SBMT,83779099999,83781099999,F7461,SBSP,SBGR,83780099999
Sao Paulo; Brazil;2023-09-22;33;18,7;251;32;187;249;152;581;0;0;0;;0;0;22;182;1484;10158;215;11;1763;152;6;30;2023-09-23;2023-09-23;3;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;SBMT,83779099999,F7461,SBSP,SBGR,83780099999
Sao Paulo; Brazil;2023-09-23;35,5;19,7;276;34;197;272;148;509;0;0;0;;0;0;306;189;2553;10143;343;102;1827;158;6;10;2023-09-24;2023-09-24;33;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;SBMT,83779099999,83781099999,F7461,SBSP,SBGR,83780099999
Sao Paulo; Brazil;2023-09-24;31;20;226;324;20;228;191;824;0;0;0;rain;0;0;324;208;1501;10155;682;91;1371;118;6;30;2023-09-25;2023-09-25;37;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;SBMT,83779099999,83781099999,F7461,SBSP,SBGR,83780099999
Sao Paulo; Brazil;2023-09-25;35;20;268;354;20;272;182;638;0;0;0;;0;0;259;162;867;10117;419;102;1395;119;6;30;2023-09-26;2023-09-26;4;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;SBMT,83779099999,83781099999,F7461,SBSP,SBGR,83780099999
Sao Paulo; Brazil;2023-09-26;32;18,6;258;329;186;264;189;683;17;100;417;rain;0;0;493;231;308;10108;605;95;744;64;5;10;2023-09-27;2023-09-27;44;Rain, Partially cloudy;Partly cloudy throughout the day with late afternoon rain.;rain;SBMT,83779099999,83781099999,F7461,SBSP,SBGR,83780099999
Sao Paulo; Brazil;2023-09-27;17;13,1;15;17;131;15;129;876;6;100;417;rain;0;0;328;254;1536;10197;972;86;439;4;2;10;2023-09-28;2023-09-28;47;Rain, Overcast;Cloudy skies throughout the day with afternoon rain.;rain;SBMT,83779099999,83781099999,F7461,SBSP,SBGR,83780099999
Sao Paulo; Brazil;2023-09-28;20,7;14;17;207;14;17;142;844;0;0;0;;0;0;302;172;1223;10212;893;86;888;76;3;10;2023-09-29;2023-09-29;5;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;SBMT,83779099999,83781099999,F7461,SBSP,SBGR,83780099999
Sao Paulo; Brazil;2023-09-29;27,4;16,9;198;284;169;198;17;855;0;0;0;;0;0;198;236;1055;10182;791;78;1379;118;6;10;2023-09-30;2023-09-30;54;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;SBMT,83779099999,F7461,SBSP,SBGR,83780099999
