cluster,minLat,maxLat,minLng,maxLng
71,33.3427,33.3427,49.8267,49.8267
72,14.0414,15.1272,100.35,100.951
73,37.2733,37.2733,-89.8357,-89.8357
74,-9.67763,-9.33748,160.215,160.669
75,32.4344,33.4497,-97.4674,-96.9701
76,-33.4482,-33.0922,-71.0406,-70.6563
77,40.604,40.604,-79.7424,-79.7424
78,29.5364,29.9969,-97.9324,-97.4788
79,20.4766,20.9476,-76.531,-75.8813
80,31.1451,31.1451,-94.1582,-94.1582
81,41.7178,41.7178,-94.9169,-94.9169
82,2.12719,2.12719,-70.2357,-70.2357
83,53.6451,53.6451,-113.747,-113.747
