cluster,minLat,maxLat,minLng,maxLng
84,22.991,23.2505,108.355,108.766
85,25.6151,25.6339,83.6713,84.0726
86,45.246,45.246,128.148,128.148
87,21.3271,22.073,105.136,105.853
88,35.6512,35.9088,139.686,140.195
89,42.894,42.894,-88.2263,-88.2263
90,17.4331,17.6536,80.187,80.3401
91,-33.7104,-33.7104,-54.7281,-54.7281
92,34.3153,34.3153,-81.5473,-81.5473
93,37.8118,37.8419,-25.5351,-25.5053
94,31.9611,31.9611,-102.223,-102.223
95,25.5052,25.6963,-99.8429,-99.3953
96,48.0263,48.0263,-107.522,-107.522
97,38.8855,38.8855,-90.6864,-90.6864
98,36.1903,36.1903,10.2467,10.2467
99,61.7914,61.7914,-149.464,-149.464
100,-3.70717,-3.70717,106.005,106.005
101,47.6776,48.038,-122.149,-121.84
102,29.8651,29.8651,50.5509,50.5509
103,13.607,17.8886,106.149,108.878
104,-21.7074,-21.7074,-44.4508,-44.4508
105,-24.152,-24.152,-60.2051,-60.2051
106,-19.6111,-19.6111,47.4609,47.4609
107,-23.5772,-23.5199,-46.6809,-46.124
108,-16.7537,-16.4857,-65.0585,-64.817
109,-12.3047,-11.8868,-74.0575,-73.9043
110,42.6487,43.1418,41.4993,41.8577
111,-8.10688,-7.33531,111.333,112.552
112,-0.131721,-0.131721,-77.4907,-77.4907
113,-11.8797,-11.5274,-76.7805,-76.7345
114,32.5541,32.5541,61.4219,61.4219
115,44.7173,44.7173,-69.4556,-69.4556
116,-2.54852,-2.54852,-79.4853,-79.4853
117,44.56,44.584,19.2236,19.6312
118,-28.5195,-28.2218,152.87,153.289
119,49.5049,49.7291,20.6162,20.9315
120,22.268,23.4891,112.803,114.815
121,40.4342,40.5924,-95.2617,-95.2382
122,29.7518,31.2078,103.519,104.958
123,40.5807,40.5807,-82.6341,-82.6341
124,31.4619,31.4619,115.405,115.405
125,3.22933,3.46299,-75.5718,-75.2965
126,-34.0886,-33.8689,-71.4062,-71.1067
127,45.7794,45.9922,9.9383,10.6129
128,29.9247,30.2434,-98.7832,-98.6645
129,42.1547,42.1547,84.3995,84.3995
130,35.5953,38.9874,125.66,127.852
131,35.2053,35.5798,51.6599,51.6601
132,36.1734,36.3332,117.653,117.689
133,46.7269,46.7269,124.655,124.655
134,40.4133,40.4228,-75.9401,-75.7832
135,-29.8996,-29.0897,30.4617,30.8028
136,19.4762,19.5,-99.25,-99.122
137,16.658,16.658,-90.7707,-90.7707
138,42.306,42.306,2.42823,2.42823
139,34.6901,35.3673,133.427,133.882
140,28.4698,28.4698,33.9157,33.9157
141,22.4293,25.0202,120.345,121.616
142,38.6938,38.6938,-0.936047,-0.936047
143,34.6073,35.3657,-90.4534,-89.8684
144,21.3538,21.537,-157.97,-157.782
145,9.60268,10.1743,-84.1052,-82.9868
146,30.6473,30.6473,-90.22,-90.22
147,-22.7177,-22.0775,-43.4738,-42.9149
148,-7.84969,-6.93061,108.884,110.866
149,-28.8429,-28.8429,24.3587,24.3587
150,-13.2385,-12.823,-72.9391,-72.102
151,-22.1508,-22.1508,26.9543,26.9543
152,-34.6391,-34.4809,-59.0423,-58.6759
153,49.8867,49.8867,10.0852,10.0852
154,-20.5349,-20.5349,119.782,119.782
155,37.441,37.441,42.6368,42.6368
156,49.345,49.345,15.6402,15.6402
157,-0.996029,-0.795186,36.2471,36.3806
158,31.5053,33.424,130.248,131.316
159,-0.829098,-0.829098,30.4125,30.4125
160,26.7522,26.9901,118.574,118.907
161,25.9513,27.9475,91.8551,95.6068
162,24.7041,25.4709,113.483,114.164
163,21.6272,21.6272,-79.1496,-79.1496
164,6.19576,8.60428,79.9424,81.6191
165,35.9525,36.9291,68.8486,69.7177
166,28.7125,28.7125,108.938,108.938
167,40.0061,40.0061,32.9515,32.9515
168,27.9846,28.2371,117.867,117.978
169,51.4768,51.4768,24.7132,24.7132
170,29.5434,29.5434,104.148,104.148
171,-26.2024,-26.2024,-58.1136,-58.1136
172,6.4901,6.958,3.21802,3.51739
173,28.3671,29.2938,80.5476,81.306
174,55.4087,55.4087,-114.841,-114.841
175,45.3603,45.3603,39.8909,39.8909
176,34.4136,34.7195,103.879,104.121
177,37.5661,37.8837,127.647,128.133
178,30.0496,30.0496,-99.3069,-99.3069
179,21.8734,22.8284,70.7643,71.3244
180,-8.84383,-8.84383,-35.9246,-35.9246
181,31.8882,32.3559,72.1319,72.5263
182,36.9815,36.9815,128.562,128.562
183,43.107,43.107,-2.07723,-2.07723
184,34.5636,34.7127,131.888,132.606
185,47.528,47.528,123.762,123.762
186,35.6812,36.2462,107.648,107.985
187,-36.63,-36.617,175.503,175.634
188,29.0944,29.15,120.573,120.759
189,10.7731,10.9636,-68.866,-68.4074
190,18.4311,18.4311,80.713,80.713
191,59.7121,59.7121,91.8093,91.8093
192,37.9044,37.9044,112.511,112.511
193,14.8262,15.0782,33.9212,34.4277
194,30.1638,30.1638,120.998,120.998
195,50.3978,50.3978,124.933,124.933
196,18.4042,18.4042,-96.0178,-96.0178
197,14.1106,14.4458,-83.9236,-83.6336
198,35.9866,35.9866,110.234,110.234
199,8.82924,8.82924,-63.565,-63.565
200,11.69,12.1102,8.43421,9.12827
201,34.293,34.293,114.489,114.489
202,26.0844,26.5037,86.1969,86.557
203,2.65647,2.72692,32.726,33.0057
204,4.54794,4.54794,7.08584,7.08584
205,11.4532,11.5463,-4.38647,-4.19711
206,21.5773,21.5773,-104.497,-104.497
207,37.4146,37.4146,117.954,117.954
208,25.1175,25.6834,67.9025,68.0427
209,15.5663,15.5663,7.85685,7.85685
210,12.2248,12.2248,20.825,20.825
211,13.3836,13.9466,-89.1824,-88.1982
212,22.9085,23.5449,110.803,111.38
213,35.55,35.6064,52.2925,52.4294
214,7.36097,7.89355,-75.4261,-74.7861
215,14.5762,14.7558,-17.3737,-16.8108
216,13.4802,13.4802,2.32843,2.32843
217,15.749,15.9783,-93.4599,-93.2683
218,20.7098,20.9316,-97.8506,-97.5615
219,52.3035,52.3035,110.35,110.35
220,28.0056,29.3931,112.322,113.649
221,27.7659,27.7659,-82.4462,-82.4462
222,20.9216,20.9216,-88.6221,-88.6221
223,9.50559,9.50559,2.40705,2.40705
224,28.7764,29.6046,81.2516,82.4632
225,16.0791,16.0791,101.507,101.507
226,25.6245,26.2746,117.867,119.21
227,30.9339,30.9339,75.0459,75.0459
228,19.1028,19.1131,72.8816,72.8962
229,43.7231,44.0571,4.14588,4.44759
230,6.37902,6.37902,7.10119,7.10119
231,9.4963,9.63061,-1.18135,-0.782037
232,15.8797,16.0779,-90.5272,-90.0437
233,11.8569,12.8616,-84.2531,-83.7888
234,6.76939,9.65856,124.377,126.304
235,4.97124,4.97124,6.31012,6.31012
236,18.9,19.7057,109.503,110.429
237,-8.80602,-8.67221,121.614,121.709
238,13.0629,13.6637,123.271,123.715
239,39.4927,40.132,-0.843705,-0.076316
240,2.5585,3.84919,97.6622,99.2856
241,6.27156,9.92112,98.9673,101.592
242,0.179812,0.652639,30.0151,30.3334
243,-0.86622,-0.86622,10.5656,10.5656
244,-28.5644,-28.076,29.5164,30.325
245,57.28,57.7042,-4.50437,-3.74148
246,50.7875,50.9569,-3.96448,-3.5777
247,39.2204,39.235,-8.61306,-8.21596
248,43.5036,43.9872,17.705,18.1786
249,25.9628,26.2763,-80.5875,-80.4231
250,-15.4802,-15.4802,28.2813,28.2813
251,25.0375,25.0375,-99.9696,-99.9696
252,38.0302,38.0302,-79.6533,-79.6533
253,33.0264,33.0264,-111.949,-111.949
254,32.5555,32.5555,-91.3226,-91.3226
255,39.8812,39.8812,-82.0067,-82.0067
256,15.9819,15.9819,49.9988,49.9988
257,38.3888,38.3888,-95.0101,-95.0101
258,43.819,43.819,-120.672,-120.672
259,31.6443,31.6443,-95.4192,-95.4192
260,29.5712,29.5712,-94.5385,-94.5385
261,44.2546,44.533,-73.1368,-72.4438
262,37.2492,37.2492,-93.4054,-93.4054
263,-7.19221,-7.19221,-38.1522,-38.1522
264,-9.65778,-9.65778,-36.6973,-36.6973
265,-5.5536,-5.5536,-80.5262,-80.5262
266,27.0564,27.5095,111.06,111.889
267,39.0355,39.4142,106.588,106.757
268,36.391,36.6745,101.598,101.941
269,32.3978,32.3978,116.927,116.927
270,45.8679,45.8679,133.028,133.028
271,15.1816,15.1816,76.4736,76.4736
272,43.5586,43.5586,126.474,126.474
273,24.8678,24.8678,92.8291,92.8291
274,30.1801,30.7799,107.186,108.35
275,27.3487,27.8313,119.18,119.82
276,35.0369,36.1376,128.019,128.994
277,-17.9568,-17.7394,177.483,178.456
278,19.952,19.952,105.256,105.256
279,-27.3149,-26.9397,17.4379,17.5757
280,37.1913,37.411,-88.0179,-87.1388
281,32.3152,32.3152,-64.7489,-64.7489
282,-4.14041,-2.59236,28.8983,30.5685
283,0.286528,0.654819,101.494,101.984
284,10.7409,12.4447,124.771,125.36
285,30.9519,30.9519,61.1056,61.1056
286,11.3455,11.7781,42.5836,43.1004
287,37.5488,37.5488,45.5551,45.5551
288,27.923,27.923,58.8318,58.8318
289,-15.1862,-14.5296,34.3171,34.6858
290,17.915,17.9191,-93.7688,-93.6014
291,-21.4883,-21.2427,165.503,165.854
292,19.2399,19.2399,56.1825,56.1825
293,26.0192,26.1618,68.8257,68.9621
294,49.8786,49.8786,133.21,133.21
295,1.4561,1.4561,44.287,44.287
296,-11.2926,-11.2926,37.8116,37.8116
297,-2.10794,-2.0431,101.364,101.398
298,-16.2951,-15.9567,34.5082,34.9823
299,-20.269,-20.1862,146.755,147.041
300,-6.46177,-6.46177,-35.61,-35.61
301,41.6531,41.7362,42.0591,42.0695
302,34.5846,34.8414,95.886,96.0144
303,24.8295,24.8295,107.033,107.033
304,28.8575,29.0801,119.4,119.44
305,-22.0228,-22.0228,-53.4946,-53.4946
306,44.7995,45.9346,133.885,134.79
307,28.8877,28.9156,71.1034,71.1137
308,26.4375,26.4375,80.8611,80.8611
309,17.5697,17.5697,-62.9478,-62.9478
310,-7.81604,-7.81604,-41.3696,-41.3696
311,-24.589,-24.589,-51.3989,-51.3989
312,61.2749,61.2749,-152.61,-152.61
313,44.6568,45.0135,-123.524,-123.094
314,-26.6947,-26.6947,-56.6593,-56.6593
315,13.4405,13.4496,144.722,144.787
316,33.214,33.214,9.45159,9.45159
317,30.6182,30.6182,-91.1159,-91.1159
318,52.6695,53.1328,-3.78196,-3.0139
319,25.9245,25.9245,60.8533,60.8533
320,48.6199,48.6199,8.96919,8.96919
321,45.6107,45.6107,6.48067,6.48067
322,38.9185,38.9185,39.314,39.314
323,-13.4786,-13.4786,-72.9381,-72.9381
324,52.257,53.4569,-1.80548,-0.089078
325,21.3073,21.3073,92.1361,92.1361
326,30.511,31.2966,-85.2333,-84.3318
327,33.1767,33.8036,76.1256,76.4058
328,-6.89427,-6.50308,35.6693,36.0236
329,-27.6671,-27.6671,142.914,142.914
330,32.6703,32.6703,-95.1282,-95.1282
331,6.60784,7.08029,-58.7431,-58.0383
332,53.574,53.6812,58.0278,58.4183
333,16.2843,16.4132,80.612,80.6926
334,33.3024,34.4927,71.5076,72.5706
335,37.8142,38.3136,73.0436,73.2634
336,13.1133,13.1257,-85.3119,-84.8927
337,55.8252,55.8252,92.9822,92.9822
338,32.7316,32.7316,-90.7024,-90.7024
339,11.6644,13.3286,107.684,109.082
340,40.2508,40.2508,-80.9321,-80.9321
341,7.79888,8.33626,122.872,123.517
342,40.4652,40.4652,39.4136,39.4136
343,24.3375,24.7683,101.595,102.175
344,21.2792,22.1084,103.525,104.593
345,21.7744,22.5171,91.9327,92.2224
346,26.7055,26.7055,78.8703,78.8703
347,23.9413,24.0102,95.019,95.287
348,32.2032,32.4515,106.436,106.493
349,53.7961,53.8037,114.912,114.935
350,30.7385,31.0394,72.2699,72.6347
351,42.3526,42.3526,-91.8472,-91.8472
352,-8.23498,-8.02432,-35.4933,-35.0369
353,24.2973,24.2973,115.015,115.015
354,56.0627,56.0627,44.4538,44.4538
355,5.84049,5.84049,8.3879,8.3879
356,44.0063,44.3352,-71.8819,-70.6583
357,21.6683,22.1952,-98.7502,-98.4013
358,36.7389,37.0621,139.808,140.269
359,27.5435,27.6821,80.538,80.7483
360,41.5085,41.6768,-91.0096,-90.3139
361,29.3795,29.3795,118.563,118.563
362,34.2143,34.2247,132.749,133.167
363,27.5665,28.593,83.3552,84.7848
364,7.00329,7.00329,35.1973,35.1973
365,39.4546,39.4546,-81.3044,-81.3044
366,7.50054,7.50054,8.88898,8.88898
367,13.2851,13.4982,-87.2229,-86.7391
368,37.1748,37.1748,138.568,138.568
369,28.6222,28.6222,-106.048,-106.048
370,29.5249,29.5249,-81.5019,-81.5019
371,54.9868,56.0881,-3.64553,-2.4015
372,16.2827,16.2827,103.076,103.076
373,-26.9091,-26.9091,-49.2012,-49.2012
374,26.0363,26.0909,92.817,92.9144
375,43.3765,43.5014,6.20383,6.59134
376,11.3982,11.3982,77.0504,77.0504
377,0.617967,0.617967,120.486,120.486
378,51.4945,52.2254,-2.19884,-1.73435
379,6.08126,6.08126,-57.425,-57.425
380,39.0201,39.3702,140.417,140.54
381,15.3233,15.3233,-84.4927,-84.4927
382,40.7767,40.9323,-86.8374,-86.6825
383,6.84455,7.03456,81.4966,81.7574
384,53.7195,54.4062,-2.14882,-0.327314
385,-13.4786,-13.4554,-73.8493,-73.808
386,39.9139,40.092,-83.122,-82.9024
387,-23.6721,-23.6721,149.127,149.127
388,-1.5796,-1.50383,103.373,103.544
389,53.5893,53.5893,-7.838,-7.838
390,31.7208,31.7208,58.5715,58.5715
391,-1.794,-1.24729,-80.0304,-79.5078
392,31.345,31.6519,64.2796,64.3678
393,54.9063,54.9063,-1.58219,-1.58219
394,29.3318,29.4316,55.4168,55.8857
395,-15.9365,-15.6178,35.2027,35.4855
396,-27.7437,-27.7437,25.4471,25.4471
397,-23.0116,-23.0116,-45.0895,-45.0895
398,31.9084,31.9335,35.9526,35.9814
399,30.2472,31.4583,34.4532,35.0229
400,31.9506,31.9506,54.0921,54.0921
401,-1.34406,-0.686119,100.463,100.753
402,27.4406,27.4406,-97.6654,-97.6654
403,32.0501,32.0501,-91.338,-91.338
404,41.9047,42.2803,43.9997,44.5362
405,64.5052,64.9771,-148.177,-147.024
406,38.4514,38.4514,39.2757,39.2757
407,28.7346,28.8981,110.256,110.652
408,35.6716,36.8574,65.9365,66.833
409,35.1589,35.1589,7.88945,7.88945
410,6.78188,6.87608,-76.2092,-76.1732
411,-1.6868,-1.6868,114.253,114.253
412,15.733,15.733,73.7324,73.7324
413,31.1619,31.3413,-92.493,-92.341
414,40.2125,40.2125,116.436,116.436
415,22.9459,22.9459,91.3972,91.3972
416,-23.4864,-23.4864,-69.9059,-69.9059
417,-34.0133,-33.8547,18.5736,18.8851
418,29.1481,29.1481,106.342,106.342
419,29.9379,30.3681,120.241,120.262
420,28.0222,28.7172,111.459,111.824
421,47.7853,47.7853,28.1424,28.1424
422,41.2272,41.3917,32.0379,32.193
423,51.744,51.744,107.829,107.829
424,5.64745,6.10806,-0.290265,0.146375
425,21.0469,21.0469,102.592,102.592
426,36.338,36.338,120.096,120.096
427,44.8909,44.8909,126.941,126.941
428,6.64704,6.77997,99.9424,100.097
429,14.1556,14.1556,41.1624,41.1624
430,46.3703,46.966,26.5286,27.0369
431,20.7866,20.9474,79.1574,79.2684
432,49.7838,49.862,15.8567,16.0942
433,43.9644,44.3289,38.6654,39.471
434,48.3136,48.5684,13.0294,13.3528
435,48.5357,48.8573,19.0844,19.4632
436,16.8214,16.9811,95.1728,96.1313
437,54.5541,54.5541,133.701,133.701
438,31.093,31.093,121.424,121.424
439,39.4866,40.0212,-75.4917,-74.6219
440,36.5397,37.2339,54.1224,54.3393
441,12.9072,13.344,33.7714,33.8431
442,20.1358,20.2249,84.4178,84.7692
443,18.5778,19.4009,105.175,105.73
444,16.6646,17.3109,103.415,103.765
445,17.3639,17.3639,97.6568,97.6568
446,36.2232,36.2232,129.159,129.159
447,11.0618,12.0043,104.675,105.501
448,26.6059,26.6059,-107.422,-107.422
449,24.707,24.7685,85.6883,85.9321
450,41.0624,41.0624,-111.924,-111.924
451,19.7299,19.8258,99.739,99.9386
452,28.8035,28.8035,-99.8947,-99.8947
453,24.3395,24.3395,87.8328,87.8328
454,10.2001,11.0109,105.254,105.824
455,35.1282,35.1282,138.423,138.423
456,51.7363,52.0555,-0.054612,0.482377
457,30.7867,30.7867,51.6712,51.6712
458,40.8159,41.09,28.5065,29.455
459,35.2121,35.3241,139.905,140.229
460,37.4429,37.4589,14.0174,14.0522
461,14.0025,14.0025,79.4752,79.4752
462,-27.6365,-27.6365,-51.1309,-51.1309
463,3.96409,4.48013,96.9026,97.5048
464,30.7101,30.7101,30.049,30.049
465,32.8694,32.8694,49.5668,49.5668
466,-17.5254,-17.5254,-149.853,-149.853
467,22.0615,22.1481,-159.554,-159.489
468,29.4687,30.2009,-96.0297,-95.2737
469,33.545,33.8457,35.6163,35.8722
470,2.98399,2.98399,112.949,112.949
471,12.5093,12.5093,53.9083,53.9083
472,-31.3961,-31.3961,-61.7282,-61.7282
473,25.5033,25.5033,-103.421,-103.421
474,36.0879,36.7468,2.75934,3.07187
475,-15.5843,-15.5843,-44.1553,-44.1553
476,31.8891,33.057,34.6702,35.9181
477,21.4949,21.56,-78.0913,-77.8865
478,33.8689,34.0959,-118.4,-118.094
479,-27.5982,-27.5982,-64.546,-64.546
480,36.9812,36.9812,36.0904,36.0904
481,56.4607,56.4607,-117.494,-117.494
482,-4.68836,-4.68836,-79.6066,-79.6066
483,-13.5322,-13.5322,-64.7527,-64.7527
484,-25.2628,-25.2475,151.685,152.026
485,47.4312,47.4312,-61.8013,-61.8013
486,28.47,28.8637,104.834,105.974
487,33.3518,33.3518,52.8976,52.8976
488,-28.4099,-28.4099,-55.9395,-55.9395
489,45.2087,45.457,10.2403,10.5881
490,37.8703,38.6543,70.6147,71.7428
491,60.5419,60.5419,-115.994,-115.994
492,40.2202,40.2202,63.8319,63.8319
493,-3.79249,-3.79249,142.822,142.822
494,30.6948,30.7384,61.8546,62.1932
495,40.6323,40.6323,74.5088,74.5088
496,52.6169,52.6169,-78.1083,-78.1083
497,42.9384,42.9384,59.8196,59.8196
498,41.5946,41.5946,-72.7314,-72.7314
499,43.6505,43.8822,131.849,132.38
500,27.9919,27.9919,105.471,105.471
501,-24.1219,-24.1219,33.1118,33.1118
502,16.5216,16.5216,75.9695,75.9695
503,48.5204,48.5969,132.768,132.906
504,39.309,39.309,-91.874,-91.874
505,44.8644,45.1513,38.5436,39.1915
506,36.6816,36.8893,50.3478,50.7762
507,50.9783,51.2646,-0.543564,0.83137
508,22.2094,22.2644,111.647,111.673
509,35.8327,35.8327,105.08,105.08
510,24.8678,24.8678,80.7003,80.7003
511,12.3447,12.3805,-1.57256,-1.50563
512,17.9384,18.0672,96.1887,96.4768
513,24.8786,25.2097,66.9909,67.2606
514,23.6313,23.6313,115.901,115.901
515,25.3544,25.4554,-111.809,-111.562
516,17.1112,17.4541,34.1325,34.2833
517,26.3061,26.3061,-81.35,-81.35
518,-34.8687,-34.6886,138.966,139.376
519,12.0606,12.1417,-86.6886,-86.3712
520,34.4397,35.2702,69.6682,70.2244
521,44.2937,44.2937,134.31,134.31
522,27.9917,28.3907,78.9675,79.3734
523,13.0242,13.0242,78.8487,78.8487
524,19.3548,19.3548,-90.1363,-90.1363
525,7.11522,7.11522,35.8071,35.8071
526,9.80315,10.2805,12.6418,13.018
527,44.4181,44.5158,5.78789,5.83747
528,42.9478,43.4429,2.54269,3.51066
529,18.8116,19.0724,-98.6578,-98.1744
530,37.3028,37.3028,49.6333,49.6333
531,44.4216,44.6393,8.93857,9.3757
532,42.7699,42.7699,11.2843,11.2843
533,42.701,42.9307,19.3521,19.6623
534,43.6735,44.2003,10.3811,11.14
535,40.4745,42.2541,19.4463,20.2064
536,29.6764,29.6764,-85.1568,-85.1568
537,51.5066,51.6904,-3.35863,-2.97961
538,29.753,29.753,54.831,54.831
539,-20.8141,-20.8141,30.1524,30.1524
540,27.2447,27.2447,56.2039,56.2039
541,7.30687,7.62904,-76.4224,-76.3694
542,33.0191,33.0191,-116.876,-116.876
543,56.2261,56.3141,-3.88566,-3.70463
544,-6.80799,-6.80799,111.256,111.256
545,13.9406,13.9406,45.822,45.822
546,-5.14777,-5.14777,37.8933,37.8933
547,32.8796,32.8796,-113.753,-113.753
548,41.7158,41.7158,-97.6983,-97.6983
549,31.4647,31.4647,59.5156,59.5156
550,-2.88189,-2.88189,-78.9145,-78.9145
551,5.21063,5.47488,-75.5975,-74.9996
552,-33.3854,-33.3854,-71.6121,-71.6121
553,37.9689,38.5499,68.8263,69.7335
554,-36.263,-36.263,-60.1886,-60.1886
555,47.9479,47.9479,51.2978,51.2978
556,2.58292,2.58292,44.6743,44.6743
557,24.6177,24.6177,115.409,115.409
558,53.6271,53.6271,-6.32855,-6.32855
559,60.2954,60.2954,59.9925,59.9925
560,19.839,19.839,-88.8702,-88.8702
561,53.2133,53.2133,83.7111,83.7111
562,40.3582,40.3582,-92.4812,-92.4812
563,17.9374,17.9374,-99.7422,-99.7422
564,45.7497,45.7497,4.60164,4.60164
565,5.07375,5.07375,39.3187,39.3187
566,43.9301,43.9301,121.602,121.602
567,51.3563,51.3563,108.866,108.866
568,52.3665,52.3665,27.5231,27.5231
569,36.4802,36.4802,115.918,115.918
570,-4.86699,-4.86699,-73.5893,-73.5893
571,12.4132,12.4132,31.8434,31.8434
572,41.6111,41.6111,-99.7646,-99.7646
573,18.0128,18.0128,-95.2258,-95.2258
574,35.9161,36.1271,100.184,100.265
575,-38.1255,-37.9361,146.36,146.856
576,44.8503,45.1072,7.32512,7.74033
577,36.764,36.8622,-94.6379,-94.6207
578,37.9331,37.9331,49.1108,49.1108
579,-36.6559,-36.6559,146.608,146.608
580,10.3192,10.607,-61.4302,-61.2393
581,-28.2598,-27.8219,31.712,31.9504
582,13.407,13.407,75.4042,75.4042
583,35.8439,35.8439,1.81853,1.81853
584,41.5666,41.5666,9.06044,9.06044
585,14.8995,15.7298,-88.0668,-86.4699
586,23.0797,23.0797,-109.813,-109.813
587,1.12387,1.12387,101.308,101.308
588,11.054,11.054,77.5024,77.5024
589,34.0563,34.0563,-91.5834,-91.5834
590,20.2623,20.5564,-75.3832,-75.3512
591,32.5397,32.6274,48.0866,48.4834
592,12.5851,12.725,79.7002,79.9572
593,40.4443,40.4443,107.087,107.087
594,-10.0433,-10.0433,-74.5879,-74.5879
595,3.58444,5.61628,101.661,102.631
596,47.8914,48.5418,22.6433,23.4563
597,-6.46321,-6.46321,145.32,145.32
598,-9.62715,-9.38978,38.2344,38.4373
599,-9.05287,-9.05287,148.53,148.53
600,3.52764,3.55472,-76.3297,-76.2
601,-18.8541,-18.8541,47.7167,47.7167
602,-8.13028,-8.13028,-77.0482,-77.0482
603,-12.0008,-12.0008,-76.0086,-76.0086
604,35.2121,35.3656,58.9894,59.3372
605,-8.59727,-8.48433,118.569,119.16
606,46.5257,46.5257,44.6012,44.6012
607,33.0034,33.0034,-85.308,-85.308
608,49.4354,49.4354,41.1058,41.1058
609,36.8932,36.8932,-97.9613,-97.9613
610,27.0073,27.3146,115.873,116.193
611,55.3351,55.3351,43.3263,43.3263
612,40.7485,40.7485,44.0001,44.0001
613,2.1264,2.1264,-76.8547,-76.8547
614,25.7177,26.7131,112.018,113.189
615,36.7798,37.0795,-83.6886,-83.0259
616,20.6258,20.6258,76.6191,76.6191
617,53.6353,53.6353,111.609,111.609
618,31.2388,31.806,76.5268,77.6925
619,30.3321,30.7184,66.9303,67.2212
620,27.4913,27.4913,61.0726,61.0726
621,30.8658,31.4841,111.865,113.059
622,21.8175,21.8714,102.98,103.048
623,46.1544,46.1544,125.126,125.126
624,11.6671,11.6671,40.9756,40.9756
625,17.0271,17.1591,98.3612,98.8099
626,15.5645,15.5645,30.026,30.026
627,15.5798,15.5798,6.87118,6.87118
628,33.17,33.17,67.8618,67.8618
629,27.5247,27.7849,68.0677,68.1903
630,11.8465,11.8465,38.0793,38.0793
631,-2.21514,-2.21514,-78.9872,-78.9872
632,29.5182,29.8869,67.8824,68.5019
633,46.8243,47.3811,27.9665,28.8071
634,10.4016,10.664,39.9431,40.6091
635,17.05,17.0909,99.6055,99.6405
636,16.1885,16.1885,104.452,104.452
637,11.885,12.1578,14.6213,15.1162
638,12.0384,12.0384,13.3184,13.3184
639,34.4889,34.4889,2.09318,2.09318
640,14.6007,15.0994,-90.9716,-90.4887
641,10.4517,10.9485,78.7172,79.1771
642,39.0065,39.0065,22.4992,22.4992
643,16.2498,16.29,80.0422,80.055
644,30.9819,30.9819,36.4848,36.4848
645,26.3341,26.3341,31.925,31.925
646,7.67392,7.67392,37.8668,37.8668
647,32.0846,32.0846,48.9236,48.9236
648,10.9856,10.9856,49.4749,49.4749
649,12.5629,12.5629,103.825,103.825
650,0.422961,1.59494,42.3491,42.6557
651,39.6057,39.7967,-123.101,-122.458
652,-11.9549,-10.1851,33.5624,34.0202
653,-23.0133,-23.0133,29.6887,29.6887
654,-32.7208,-32.2627,-63.8184,-63.4357
655,48.1547,48.1547,-2.89661,-2.89661
656,-0.529789,-0.529789,101.896,101.896
657,-24.146,-23.8173,-57.6536,-57.4637
658,-22.711,-22.711,27.5316,27.5316
659,-26.821,-26.821,117.538,117.538
660,-8.84509,-8.84509,33.7006,33.7006
661,38.7256,38.7256,-121.562,-121.562
662,44.8374,44.8374,45.9569,45.9569
663,-37.1326,-37.1326,-60.068,-60.068
664,5.17608,5.17608,43.2278,43.2278
665,36.7237,36.7237,-89.5648,-89.5648
666,44.2513,44.5922,23.3742,24.296
667,-7.19301,-6.7697,38.9689,39.2368
668,48.1302,48.4068,9.92606,10.7405
669,60.746,60.746,9.00832,9.00832
670,23.2582,23.2582,92.8575,92.8575
671,40.1555,40.2225,47.1348,47.6973
672,22.3839,22.3839,-81.5247,-81.5247
673,49.9115,49.9115,36.2744,36.2744
674,6.1482,6.28328,1.22378,1.29451
675,52.8501,52.8501,-112.773,-112.773
676,6.20262,6.4376,-1.16503,-1.03826
677,40.3499,40.3499,128.595,128.595
678,14.9639,14.9639,101.558,101.558
679,15.8962,15.8962,-91.4849,-91.4849
680,39.461,39.461,-82.5624,-82.5624
681,10.0459,10.0459,8.96747,8.96747
682,30.2769,30.2769,-7.83179,-7.83179
683,13.9188,14.6415,-61.0242,-60.8749
684,33.6351,33.6351,-79.4656,-79.4656
685,28.2424,28.2424,76.8263,76.8263
686,34.3542,34.3542,-4.60431,-4.60431
687,27.5887,27.5887,88.4616,88.4616
688,15.3651,15.3651,-61.3214,-61.3214
689,29.2882,29.2882,-111.414,-111.414
690,13.2244,13.2244,106.544,106.544
691,16.5417,16.83,105.3,105.709
692,5.34767,6.08029,100.367,100.96
693,60.8522,60.8522,-149.768,-149.768
694,6.77348,6.77348,1.13979,1.13979
695,33.3124,33.3288,134.158,134.163
696,12.9016,12.9016,18.0044,18.0044
697,18.5395,18.5395,-14.5482,-14.5482
698,15.8268,15.8268,-15.0548,-15.0548
699,19.8122,20.88,95.2679,95.5326
700,22.4615,22.4615,87.3749,87.3749
701,12.779,12.779,122.697,122.697
702,22.3815,22.4834,-83.9795,-83.3284
703,18.9399,18.9399,-90.4962,-90.4962
704,10.2653,10.4102,-85.3273,-84.9519
705,8.26752,8.26752,-80.49,-80.49
706,18.147,18.147,-90.4142,-90.4142
707,26.6361,26.6361,-80.9927,-80.9927
708,41.0301,41.0301,48.7981,48.7981
709,13.2727,13.2727,122.518,122.518
710,21.0961,21.4998,39.7227,40.2282
711,38.4324,39.041,27.1193,27.6117
712,2.21007,3.55799,45.2538,45.7901
713,46.4439,47.091,-122.912,-122.188
714,49.8461,49.8461,-118.244,-118.244
