Latitude,Longitude,AddressType,Name
49.6124294,6.1305758,shop,Country
49.600686,6.1306078,amenity,Country
43.2616855,-2.937186,office,City
3.1070301000000002,37.69527558861103,county,North Horr
3.321682,37.070624,village,North Horr
2.37169725,37.94926999582403,county,Saku
2.86885305,38.83203237871054,county,Moyale
3.51590545,39.05841842957835,town,Moyale
2.3437975,37.29645622481332,county,Laisamis
1.590479,37.802513,town,Laisamis
